decoder,N,p,num_repeat,num_shots,seed,max_iter,osd_order,n_a,n_a_solve,n_b,a_noisy_boundary,elapsed_sec,flagged,logical_or_flagged,ler,detector_blocks,num_cols,diagnostics
parallel,144,0.003,12,100,0,200,10,3,7,3,False,6.344162042019889,0,0,0.0,13,8784,"{""schedule"": ""staggered"", ""a_windows"": 4, ""b_windows"": 3, ""a_window_rows"": [""s1-s4"", ""s2-s8"", ""s6-s12"", ""s10-s13""], ""b_window_rows"": [""s2-s4"", ""s6-s8"", ""s10-s12""], ""a_source"": ""decoded"", ""a_noisy_boundary"": false, ""n_a"": 3, ""n_a_solve"": 7, ""n_b"": 3, ""a_flagged_local"": 0, ""b_flagged_local"": 0}"
oracle,144,0.003,12,100,0,200,10,3,7,3,False,0.5473937079659663,0,0,0.0,13,8784,"{""schedule"": ""staggered"", ""a_windows"": 4, ""b_windows"": 3, ""a_window_rows"": [""s1-s4"", ""s2-s8"", ""s6-s12"", ""s10-s13""], ""b_window_rows"": [""s2-s4"", ""s6-s8"", ""s10-s12""], ""a_source"": ""oracle"", ""a_noisy_boundary"": false, ""n_a"": 3, ""n_a_solve"": 7, ""n_b"": 3, ""a_flagged_local"": 0, ""b_flagged_local"": 0}"
parallel,144,0.004,12,100,1,200,10,3,7,3,False,9.611608832958154,0,1,0.01,13,8784,"{""schedule"": ""staggered"", ""a_windows"": 4, ""b_windows"": 3, ""a_window_rows"": [""s1-s4"", ""s2-s8"", ""s6-s12"", ""s10-s13""], ""b_window_rows"": [""s2-s4"", ""s6-s8"", ""s10-s12""], ""a_source"": ""decoded"", ""a_noisy_boundary"": false, ""n_a"": 3, ""n_a_solve"": 7, ""n_b"": 3, ""a_flagged_local"": 0, ""b_flagged_local"": 0}"
oracle,144,0.004,12,100,1,200,10,3,7,3,False,0.6797061249963008,0,0,0.0,13,8784,"{""schedule"": ""staggered"", ""a_windows"": 4, ""b_windows"": 3, ""a_window_rows"": [""s1-s4"", ""s2-s8"", ""s6-s12"", ""s10-s13""], ""b_window_rows"": [""s2-s4"", ""s6-s8"", ""s10-s12""], ""a_source"": ""oracle"", ""a_noisy_boundary"": false, ""n_a"": 3, ""n_a_solve"": 7, ""n_b"": 3, ""a_flagged_local"": 0, ""b_flagged_local"": 0}"
parallel,144,0.005,12,100,2,200,10,3,7,3,False,13.032350792025682,8,10,0.1,13,8784,"{""schedule"": ""staggered"", ""a_windows"": 4, ""b_windows"": 3, ""a_window_rows"": [""s1-s4"", ""s2-s8"", ""s6-s12"", ""s10-s13""], ""b_window_rows"": [""s2-s4"", ""s6-s8"", ""s10-s12""], ""a_source"": ""decoded"", ""a_noisy_boundary"": false, ""n_a"": 3, ""n_a_solve"": 7, ""n_b"": 3, ""a_flagged_local"": 0, ""b_flagged_local"": 17}"
oracle,144,0.005,12,100,2,200,10,3,7,3,False,0.7903127500321716,0,1,0.01,13,8784,"{""schedule"": ""staggered"", ""a_windows"": 4, ""b_windows"": 3, ""a_window_rows"": [""s1-s4"", ""s2-s8"", ""s6-s12"", ""s10-s13""], ""b_window_rows"": [""s2-s4"", ""s6-s8"", ""s10-s12""], ""a_source"": ""oracle"", ""a_noisy_boundary"": false, ""n_a"": 3, ""n_a_solve"": 7, ""n_b"": 3, ""a_flagged_local"": 0, ""b_flagged_local"": 0}"
