decoder,N,p,num_repeat,num_shots,seed,max_iter,osd_order,n_a,n_a_solve,n_b,a_noisy_boundary,parallel_workers,parallel_backend,top_k_boundary,soft_boundary_message,soft_boundary_one_prior,soft_boundary_zero_prior,elapsed_sec,flagged,logical_or_flagged,ler,detector_blocks,num_cols,diagnostics
parallel,144,0.003,12,100,0,200,10,3,5,5,False,1,thread,1,True,0.49,1e-06,3.970604917034507,9,9,0.09,13,8784,"{""schedule"": ""buffer_aligned"", ""a_windows"": 3, ""b_windows"": 2, ""a_window_rows"": [""s1-s3"", ""s5-s9"", ""s11-s13""], ""b_window_rows"": [""s2-s6"", ""s8-s12""], ""a_commit_cols"": [""e0-e1"", ""e11-e13"", ""e23-e24""], ""b_commit_cols"": [""e2-e10"", ""e14-e22""], ""step"": 6, ""a_source"": ""decoded"", ""a_noisy_boundary"": false, ""parallel_workers"": 1, ""parallel_backend"": ""thread"", ""n_a"": 3, ""n_a_solve"": 5, ""n_b"": 5, ""top_k_boundary"": 1, ""topk_selected_cost"": 0.0, ""soft_boundary_message"": true, ""soft_boundary_one_prior"": 0.49, ""soft_boundary_zero_prior"": 1e-06, ""a_flagged_local"": 0, ""b_flagged_local"": 0}"
parallel,144,0.004,12,100,1,200,10,3,5,5,False,1,thread,1,True,0.49,1e-06,5.474023791030049,14,14,0.14,13,8784,"{""schedule"": ""buffer_aligned"", ""a_windows"": 3, ""b_windows"": 2, ""a_window_rows"": [""s1-s3"", ""s5-s9"", ""s11-s13""], ""b_window_rows"": [""s2-s6"", ""s8-s12""], ""a_commit_cols"": [""e0-e1"", ""e11-e13"", ""e23-e24""], ""b_commit_cols"": [""e2-e10"", ""e14-e22""], ""step"": 6, ""a_source"": ""decoded"", ""a_noisy_boundary"": false, ""parallel_workers"": 1, ""parallel_backend"": ""thread"", ""n_a"": 3, ""n_a_solve"": 5, ""n_b"": 5, ""top_k_boundary"": 1, ""topk_selected_cost"": 0.0, ""soft_boundary_message"": true, ""soft_boundary_one_prior"": 0.49, ""soft_boundary_zero_prior"": 1e-06, ""a_flagged_local"": 0, ""b_flagged_local"": 0}"
parallel,144,0.005,12,100,2,200,10,3,5,5,False,1,thread,1,True,0.49,1e-06,7.6963722499785945,22,24,0.24,13,8784,"{""schedule"": ""buffer_aligned"", ""a_windows"": 3, ""b_windows"": 2, ""a_window_rows"": [""s1-s3"", ""s5-s9"", ""s11-s13""], ""b_window_rows"": [""s2-s6"", ""s8-s12""], ""a_commit_cols"": [""e0-e1"", ""e11-e13"", ""e23-e24""], ""b_commit_cols"": [""e2-e10"", ""e14-e22""], ""step"": 6, ""a_source"": ""decoded"", ""a_noisy_boundary"": false, ""parallel_workers"": 1, ""parallel_backend"": ""thread"", ""n_a"": 3, ""n_a_solve"": 5, ""n_b"": 5, ""top_k_boundary"": 1, ""topk_selected_cost"": 0.0, ""soft_boundary_message"": true, ""soft_boundary_one_prior"": 0.49, ""soft_boundary_zero_prior"": 1e-06, ""a_flagged_local"": 0, ""b_flagged_local"": 0}"
parallel,144,0.007,12,100,3,200,10,3,5,5,False,1,thread,1,True,0.49,1e-06,13.946050291066058,60,70,0.7,13,8784,"{""schedule"": ""buffer_aligned"", ""a_windows"": 3, ""b_windows"": 2, ""a_window_rows"": [""s1-s3"", ""s5-s9"", ""s11-s13""], ""b_window_rows"": [""s2-s6"", ""s8-s12""], ""a_commit_cols"": [""e0-e1"", ""e11-e13"", ""e23-e24""], ""b_commit_cols"": [""e2-e10"", ""e14-e22""], ""step"": 6, ""a_source"": ""decoded"", ""a_noisy_boundary"": false, ""parallel_workers"": 1, ""parallel_backend"": ""thread"", ""n_a"": 3, ""n_a_solve"": 5, ""n_b"": 5, ""top_k_boundary"": 1, ""topk_selected_cost"": 0.0, ""soft_boundary_message"": true, ""soft_boundary_one_prior"": 0.49, ""soft_boundary_zero_prior"": 1e-06, ""a_flagged_local"": 0, ""b_flagged_local"": 0}"
